Station,Year,Month,High temp,Low temp,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
Barisal,2009,3,33.1,21.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,1,0
Barisal,2009,4,34.4,25.1,60,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,11,32,0,0,0,0,0,0,0,0,0,0,0,0,
Barisal,2009,5,34.4,25.6,0,0,1,18,0,0,0,0,0,0,5,9,0,9,0,1,0,0,39,0,0,0,0,0,11,12,28,0,0,0,0
Barisal,2009,6,34.1,27,6,8,0,5,0,0,48,4,0,0,37,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,2,1,21,2,
Barisal,2009,7,31.5,26.2,6,92,53,36,12,24,23,14,1,8,13,2,0,1,8,19,42,0,0,0,2,40,10,0,6,0,5,64,1,47,13
Barisal,2009,8,32,26.1,14,0,2,0,36,25,1,29,4,12,1,7,1,22,5,58,5,35,1,2,10,0,5,24,9,28,46,11,1,0,124
Barisal,2009,9,32.5,26.1,1,0,24,1,24,5,1,2,39,14,9,0,0,0,1,3,1,10,0,0,0,0,1,30,0,0,0,0,2,0,
Barisal,2009,10,32.2,23.3,0,0,1,41,3,66,7,9,9,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barisal,2009,11,30.5,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,7,0,0,0,0,0,0,0,0,0,0,0,
Barisal,2009,12,27,13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barisal,2010,1,25.1,10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barisal,2010,2,29.5,15.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,
Barisal,2010,3,34.2,22.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Barisal,2010,4,34.7,26.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,
Barisal,2010,5,34.2,25.8,6,0,2,0,7,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,7,81,22,6,0,0,19,46,3,4,0
Barisal,2010,6,32.5,26.4,22,0,0,18,55,12,6,0,7,0,0,2,53,10,7,0,0,86,64,5,3,0,2,5,7,11,41,1,24,40,
Barisal,2010,7,31.9,26.7,0,1,5,2,0,2,1,6,0,2,0,30,10,3,3,1,0,4,5,0,15,0,18,56,4,11,14,0,0,18,40
Barisal,2010,8,32.5,26.8,4,0,5,0,3,8,0,4,0,0,0,5,1,0,10,4,0,0,0,34,26,3,0,0,20,2,5,9,6,0,7
Barisal,2010,9,32.3,26.2,15,1,1,1,1,6,2,6,16,17,3,6,0,0,13,13,2,21,34,1,0,1,0,0,0,1,0,2,21,0,
Barisal,2010,10,32.6,25,1,0,0,0,0,2,52,155,42,0,0,0,0,1,3,0,7,4,0,0,0,0,0,0,8,0,0,0,0,0,0
Barisal,2010,11,30.9,20.5,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,
Barisal,2010,12,26.7,13.5,0,0,0,0,0,0,0,0,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barisal,2011,1,25,10.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barisal,2011,2,29.3,15.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Barisal,2011,3,32.4,20.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,21,9
Barisal,2011,4,33.3,23,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,0,21,55,0,0,3,0,
Barisal,2011,5,33.8,25.2,0,0,0,5,15,8,0,6,0,0,0,23,0,1,0,0,0,0,16,3,0,16,10,5,22,14,0,0,9,0,0
Barisal,2011,6,32.3,26.3,40,0,3,9,0,0,0,49,2,0,0,12,0,0,21,16,64,36,43,25,8,1,0,0,8,11,32,9,84,8,
Barisal,2011,7,31.8,26.4,16,7,20,3,0,0,3,4,6,4,22,0,8,2,4,52,7,4,0,65,2,59,26,0,0,0,0,0,0,0,0
Barisal,2011,8,31,25.9,0,0,9,7,5,10,27,39,25,37,3,7,29,61,93,5,27,3,0,0,0,11,8,2,3,9,7,1,0,0,0
Barisal,2011,9,31.7,25.9,9,9,25,2,10,2,0,9,3,23,11,0,2,1,21,8,33,59,16,10,3,11,32,1,0,32,5,0,0,0,
Barisal,2011,10,32.9,24.5,0,0,18,0,0,1,0,9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,26,0,0,0,0,0,0,0,0
Barisal,2011,11,30.3,18.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Barisal,2011,12,26.1,14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barisal,2012,1,25,10.9,0,0,0,0,0,0,0,14,3,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barisal,2012,2,29.3,15.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Barisal,2012,3,32.4,20.1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0
Barisal,2012,4,33.3,23,0,0,0,0,0,0,28,0,37,92,1,0,4,23,0,0,0,0,0,0,0,0,0,1,0,8,0,0,27,2,
Barisal,2012,5,33.8,25.2,0,56,17,10,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barisal,2012,6,32.3,26.3,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,13,7,13,50,20,32,0,0,1,28,
Barisal,2012,7,31.8,26.4,1,1,1,17,9,1,8,11,1,21,0,0,2,2,3,28,27,27,15,0,0,17,8,10,2,1,11,39,1,5,6
Barisal,2012,8,31,25.9,7,0,2,1,11,21,9,15,25,0,14,27,13,42,12,0,0,1,1,2,4,9,38,1,2,2,2,1,1,1,6
Barisal,2012,9,31.7,25.9,1,33,9,3,42,47,2,0,0,37,3,2,20,40,37,18,14,40,0,0,0,0,4,15,12,2,0,0,0,0,
Barisal,2012,10,32.9,24.5,0,0,20,2,7,8,0,0,0,7,16,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barisal,2012,11,30.3,18.4,0,0,0,1,0,37,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Barisal,2012,12,26.1,14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
