Station,Year,Month,High temp,Low temp,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,Month_Total
Bogra,1997,2,26.3,13.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,,,,11
Bogra,1997,3,31.4,19.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,9
Bogra,1997,4,30.6,20.7,0,0,3,0,0,0,0,24,0,0,2,0,0,0,16,5,0,0,0,0,0,0,15,5,10,30,0,23,7,0,,140
Bogra,1997,5,34.3,24.1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,12,1,0,1,0,27,46,0,6,102
Bogra,1997,6,33.9,25.6,0,0,24,0,0,1,0,11,20,4,4,0,7,13,0,2,0,50,0,0,8,8,0,0,0,12,6,2,12,15,,199
Bogra,1997,7,32,26.4,0,1,14,14,0,0,0,0,20,106,14,23,23,20,1,11,0,0,0,2,25,5,3,0,0,2,0,4,1,5,4,298
Bogra,1997,8,32.6,26.5,15,0,0,0,3,18,3,0,9,2,3,4,13,18,12,5,0,0,0,4,0,6,0,1,6,0,0,2,45,29,47,245
Bogra,1997,9,31.3,25.3,44,46,0,0,1,2,1,1,0,0,2,3,2,5,0,7,5,5,1,29,33,0,8,3,3,13,1,1,0,4,,220
Bogra,1997,10,32,21.9,5,16,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
Bogra,1997,11,30.1,18.8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2
Bogra,1997,12,24.3,14,0,1,0,0,0,0,0,0,0,5,18,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
Chandpur,1997,1,24.5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
Chandpur,1997,2,26.8,15.3,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,2,0,,,,29
Chandpur,1997,3,31.5,21.4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,7,5,0,0,0,0,0,0,25,0,54
Chandpur,1997,4,30.5,21,5,0,7,0,0,3,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,2,4,0,6,0,9,5,0,,72
Chandpur,1997,5,33.3,24.8,0,0,0,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,8,2,0,0,33,31,14,5,10,14,0,0,133
Chandpur,1997,6,32.9,25.6,0,9,6,0,0,0,8,4,19,25,0,0,0,0,1,0,29,0,0,2,24,4,41,4,0,15,6,13,20,36,,266
Chandpur,1997,7,31.4,25.9,0,0,2,9,7,4,1,17,0,41,80,28,1,27,0,8,5,0,0,10,82,60,0,5,4,18,49,20,0,0,14,492
Chandpur,1997,8,32.4,26.6,26,6,0,0,9,10,9,2,0,43,3,21,16,48,13,4,17,5,2,0,7,3,7,2,1,0,0,4,21,22,37,338
Chandpur,1997,9,31.5,25.5,0,0,8,6,5,70,14,7,0,0,0,0,21,39,0,6,0,6,0,2,0,0,2,0,0,43,100,16,0,76,,421
Chandpur,1997,10,31.5,23.6,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
Chandpur,1997,11,29.9,21.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Chandpur,1997,12,24.3,15.9,0,0,0,0,0,0,0,0,0,4,25,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
Chittagong,1997,1,26,13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chittagong,1997,2,27.5,15.6,0,27,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,32
Chittagong,1997,3,30.3,20.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,25,48,7,0,0,0,0,0,0,9,118
Chittagong,1997,4,30.5,22.2,0,0,11,0,0,0,0,3,16,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,40
Chittagong,1997,5,32.5,25.1,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,68,2,1,0,69,3,31,17,25,40,0,0,267
Chittagong,1997,6,32.3,25.4,0,0,63,3,0,20,8,0,70,0,0,0,0,1,0,0,0,0,10,46,40,0,5,1,0,0,11,71,13,63,,425
Chittagong,1997,7,31.1,25.6,82,0,65,61,27,40,20,6,23,24,148,190,27,0,0,0,28,0,24,81,96,38,12,0,0,0,0,24,0,1,16,1033
Chittagong,1997,8,32.5,26.4,58,79,49,2,0,2,0,10,0,2,10,0,17,73,0,2,0,9,0,4,0,0,0,0,5,0,1,9,22,20,9,383
Chittagong,1997,9,31.9,25.3,31,1,5,37,12,152,30,9,0,0,2,14,11,30,18,11,0,7,7,0,0,0,0,0,41,4,71,24,0,13,,530
Chittagong,1997,10,32.3,23.2,51,71,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134
Chittagong,1997,11,31.3,20.4,0,0,0,0,0,0,0,0,38,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,49
Chittagong,1997,12,26.5,15.1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
chuadanga,1997,1,24.6,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4
chuadanga,1997,2,27.4,13,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,1,0,,,,36
chuadanga,1997,3,32.9,19.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,2,0,46,0,0,0,0,0,11,79
chuadanga,1997,4,32.7,20.9,0,0,15,0,0,0,0,0,0,0,14,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,0,0,0,0,,39
chuadanga,1997,5,36.1,24.3,17,0,0,0,0,0,0,0,8,0,0,0,0,0,2,0,24,0,0,0,18,0,0,38,14,13,0,1,22,20,0,177
chuadanga,1997,6,34.5,25.5,0,7,4,9,1,1,0,12,7,26,0,0,0,0,0,0,0,0,2,1,0,4,15,0,0,2,2,50,16,25,,184
chuadanga,1997,7,32.6,26.2,0,3,5,3,0,39,5,19,38,42,22,5,1,24,2,0,0,0,0,27,1,47,6,0,0,0,0,37,13,6,5,350
chuadanga,1997,8,32.9,26.2,4,0,12,8,14,15,5,0,0,0,0,55,14,33,7,0,0,0,0,1,12,10,12,20,0,0,0,1,10,47,24,304
chuadanga,1997,9,32.3,25.4,5,6,6,0,3,0,9,2,3,35,8,1,0,46,0,7,2,26,0,3,8,0,0,9,0,3,4,0,0,15,,201
chuadanga,1997,10,31.9,21.8,11,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
chuadanga,1997,11,29.9,18.6,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,6
chuadanga,1997,12,24.1,13.3,3,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
Comilla,1997,1,24.8,11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8
Comilla,1997,2,26.5,14.5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,,,,11
Comilla,1997,3,30.9,19.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,29,0,0,0,0,17,11,0,1,0,0,0,0,43,11,117
Comilla,1997,4,30,19.6,0,0,54,0,0,0,0,10,0,0,0,0,15,0,0,12,0,0,0,0,0,0,5,0,0,12,0,26,1,25,,160
Comilla,1997,5,33.2,23.3,0,0,4,0,0,1,0,0,12,0,36,0,3,0,0,0,0,0,0,9,2,0,0,4,15,26,11,22,28,26,0,199
Comilla,1997,6,31.9,24.3,0,0,0,0,0,16,8,14,50,51,0,14,0,0,0,0,8,0,3,0,50,4,1,47,0,10,3,33,9,29,,350
Comilla,1997,7,31.3,24.9,10,0,19,4,6,22,9,4,9,66,105,24,41,15,2,1,1,0,2,10,74,55,2,0,0,0,74,93,9,0,7,664
Comilla,1997,8,32.2,25.1,17,5,0,23,10,2,0,0,0,13,5,5,14,9,9,1,0,18,41,1,22,0,1,0,1,6,0,16,13,19,19,270
Comilla,1997,9,31.4,24.4,25,0,8,15,9,7,7,4,0,12,8,0,5,58,4,0,0,0,0,0,17,0,5,0,0,3,47,25,0,18,,277
Comilla,1997,10,31.2,21.9,27,12,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
Comilla,1997,11,30.1,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1
Comilla,1997,12,24.8,13.4,0,0,0,0,0,0,0,0,0,5,20,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
Cox's Bazar,1997,1,26.9,14.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
Cox's Bazar,1997,2,28,16.1,0,13,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,20
Cox's Bazar,1997,3,30.9,21.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,28,2,0,0,0,0,0,1,40
Cox's Bazar,1997,4,31.6,21.8,0,0,0,0,0,0,0,0,0,0,3,0,19,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,,28
Cox's Bazar,1997,5,33,24.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,68,0,0,0,45,10,28,23,26,60,1,0,283
Cox's Bazar,1997,6,31.5,24.9,0,0,22,9,0,0,8,0,59,0,31,33,3,18,8,8,0,1,0,10,109,8,4,12,1,0,13,15,1,17,,390
Cox's Bazar,1997,7,29.8,24.9,93,32,76,66,87,29,43,49,75,64,91,20,1,0,1,28,2,1,24,239,71,54,22,1,2,2,2,23,1,6,72,1277
Cox's Bazar,1997,8,31.3,25.5,146,50,63,0,5,13,0,12,0,7,9,50,51,81,2,1,0,0,0,3,1,0,0,1,18,14,21,4,25,24,12,613
Cox's Bazar,1997,9,31.2,24.8,14,6,0,82,12,51,25,18,2,2,0,29,14,101,25,22,0,29,18,1,0,0,0,11,21,21,107,26,2,1,,640
Cox's Bazar,1997,10,31.9,23.7,27,24,0,0,0,0,2,25,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173
Cox's Bazar,1997,11,31.5,21.3,0,0,0,0,0,0,0,3,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,37
Cox's Bazar,1997,12,27.8,17.3,0,0,0,0,0,0,0,0,0,0,26,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
Dhaka,1997,1,25.1,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
Dhaka,1997,2,27.8,14.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,,,,7
Dhaka,1997,3,33.1,21.1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,6,0,0,0,0,48,22,82
Dhaka,1997,4,31.1,21.1,0,0,0,0,0,5,0,6,0,0,0,0,8,0,0,38,0,0,0,0,0,0,16,11,0,13,0,3,33,0,,133
Dhaka,1997,5,33.7,24.6,0,14,0,0,5,0,0,2,0,0,3,0,0,0,0,0,0,0,0,1,9,0,0,10,39,7,2,18,38,3,0,151
Dhaka,1997,6,33.3,25.8,0,1,0,0,0,0,28,4,18,23,0,0,0,0,0,0,0,0,0,63,31,0,3,0,20,6,4,11,35,2,,249
Dhaka,1997,7,31.7,26.4,31,0,17,5,0,6,0,3,8,70,68,17,81,23,0,0,0,0,12,11,33,44,0,0,0,0,17,71,22,1,9,549
Dhaka,1997,8,32.7,26.6,6,0,5,0,22,5,0,4,26,19,21,15,21,17,1,4,0,0,2,0,5,2,2,3,0,0,0,7,16,13,14,230
Dhaka,1997,9,31.5,25.5,2,9,0,3,8,35,28,2,0,0,0,6,19,27,0,6,27,0,0,0,0,27,26,121,0,12,42,1,0,39,,440
Dhaka,1997,10,32.1,22.2,0,2,0,0,0,0,0,0,2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
Dhaka,1997,11,30.4,18.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
Dhaka,1997,12,25,14.5,0,0,0,0,0,0,0,0,0,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
Dinajpur,1997,1,23.7,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,0,0,0,0,0,0,0,0,0,21
Dinajpur,1997,2,25.2,11.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,,,,11
Dinajpur,1997,3,31.7,17.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3
Dinajpur,1997,4,31,20.2,0,0,0,0,0,0,0,0,0,0,11,0,0,0,6,15,0,0,0,0,0,0,0,0,0,32,0,0,0,0,,64
Dinajpur,1997,5,34.6,23.3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,26,0,32,0,2,0,6,90
Dinajpur,1997,6,33.9,25.2,0,0,0,0,0,0,0,0,0,0,0,64,0,5,0,0,7,43,56,5,0,12,0,0,28,0,8,16,26,231,,501
Dinajpur,1997,7,32.4,26.3,0,7,2,4,0,28,2,20,76,53,91,35,45,5,44,2,0,0,0,0,0,14,0,4,0,0,4,11,10,2,2,461
Dinajpur,1997,8,32.8,26.4,0,0,0,0,39,1,4,0,0,1,7,1,54,22,8,0,0,0,0,1,1,0,0,0,0,15,0,0,27,38,111,330
Dinajpur,1997,9,31.3,25.3,5,6,2,0,0,2,29,0,0,0,7,0,0,0,12,0,0,41,0,32,2,0,78,0,12,0,43,0,18,0,,289
Dinajpur,1997,10,31.1,20.9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Dinajpur,1997,11,29.1,17.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Dinajpur,1997,12,23.1,12.9,0,9,0,0,0,0,0,0,0,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
Faridpur,1997,1,24.4,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,2,0,0,0,0,0,0,0,0,0,11
Faridpur,1997,2,27,14.2,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0,1,0,,,,26
Faridpur,1997,3,32.4,20.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,6,0,0,0,0,4,4,20
Faridpur,1997,4,31.4,21,0,0,41,0,0,3,0,0,0,0,0,5,3,0,0,14,0,0,0,0,0,0,0,5,0,12,4,53,8,8,,156
Faridpur,1997,5,33.8,24.2,2,0,0,0,34,0,0,2,0,0,0,0,0,0,0,0,3,0,0,1,8,0,0,4,11,8,21,14,23,6,0,137
Faridpur,1997,6,33,24.8,0,0,0,0,4,0,34,14,22,14,0,0,29,0,0,0,0,0,0,15,20,0,5,0,3,20,1,4,58,23,,266
Faridpur,1997,7,31.5,25.7,6,9,29,11,0,34,0,11,20,37,67,8,6,2,0,26,0,0,0,0,17,28,2,1,0,1,0,7,5,0,10,337
Faridpur,1997,8,32,26.1,21,0,0,5,7,3,1,20,7,6,13,2,93,4,0,7,0,0,0,0,0,9,3,6,0,0,0,3,16,52,16,294
Faridpur,1997,9,31.3,25.4,21,9,0,1,0,10,16,3,1,1,0,2,2,1,9,2,7,0,0,0,1,0,3,0,0,3,53,15,0,2,,162
Faridpur,1997,10,31.3,22.7,3,17,0,0,0,0,0,0,0,1,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68
Faridpur,1997,11,29.6,19.8,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,53
Faridpur,1997,12,23.7,14.6,0,0,0,0,0,0,0,0,0,7,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
Feni,1997,1,25.7,11.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feni,1997,2,27.2,14.8,14,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,,,,24
Feni,1997,3,31.8,21.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,9,50,0,16,0,0,0,0,2,15,115
Feni,1997,4,30.6,21,0,0,17,0,0,0,0,0,51,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,5,2,0,4,0,,92
Feni,1997,5,33.1,24.5,0,35,1,0,0,7,0,0,0,0,36,0,0,0,0,0,0,0,0,60,5,0,0,17,11,6,14,7,35,3,0,237
Feni,1997,6,31.7,25.4,0,4,18,0,0,0,0,0,31,3,2,0,0,51,9,7,0,30,16,0,50,1,3,1,1,38,8,36,2,12,,323
Feni,1997,7,30.8,25.3,56,19,18,24,42,18,37,25,14,43,26,73,74,11,5,50,3,0,1,25,76,63,9,0,17,0,28,0,9,0,28,794
Feni,1997,8,31.8,25.5,62,53,0,37,6,4,4,20,11,17,24,26,74,73,16,27,2,58,4,0,6,0,0,0,0,0,0,5,45,21,113,708
Feni,1997,9,31.3,24.9,10,7,2,6,8,70,26,3,0,11,5,8,32,5,0,0,0,0,0,20,0,0,26,20,0,19,133,38,0,16,,465
Feni,1997,10,31.3,22.2,11,0,0,0,0,0,0,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
Feni,1997,11,30.5,19.5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2
Feni,1997,12,25.4,14.8,0,0,0,0,0,0,0,0,0,2,11,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
Ishurdi,1997,1,24.3,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4
Ishurdi,1997,2,26.8,12.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,10,26,,,,43
Ishurdi,1997,3,32.3,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,2,0,17,0,0,0,0,42
Ishurdi,1997,4,31.6,20.3,0,0,12,0,0,0,0,0,0,0,1,0,5,0,0,19,0,0,0,0,0,0,0,13,0,19,0,12,29,0,,110
Ishurdi,1997,5,35.3,24.4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,15,0,0,0,25,0,0,1,35,4,0,1,37,4,0,132
Ishurdi,1997,6,34,25.1,0,0,15,0,0,0,0,40,8,24,7,0,0,0,0,0,0,27,0,0,0,16,0,0,0,37,4,8,2,11,,199
Ishurdi,1997,7,32,25.8,31,61,29,9,0,10,11,2,15,51,105,23,24,3,45,0,0,0,0,17,7,21,7,2,0,0,0,7,0,3,3,486
Ishurdi,1997,8,32.6,26.4,10,19,0,4,21,0,2,0,0,2,0,16,27,10,15,48,0,0,0,0,13,0,4,23,0,0,0,2,1,57,27,301
Ishurdi,1997,9,31.6,25.4,0,6,1,0,0,60,36,0,0,2,24,0,0,83,13,0,3,1,14,46,37,0,5,41,2,76,23,0,0,0,,473
Ishurdi,1997,10,31.4,22.1,4,10,0,12,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
Ishurdi,1997,11,29.4,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,15
Ishurdi,1997,12,24.2,13.1,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
Jessore,1997,1,25,10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9
Jessore,1997,2,27.3,14.2,6,0,0,20,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,,,,39
Jessore,1997,3,33,20.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,10,33,51
Jessore,1997,4,32.6,21.3,0,0,12,0,0,1,0,0,0,0,8,0,0,0,0,2,6,0,0,0,0,0,0,0,0,23,0,0,12,0,,64
Jessore,1997,5,36,24.4,6,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,17,17,13,3,24,12,0,116
Jessore,1997,6,34.3,25.3,0,8,8,6,3,0,6,1,15,5,3,0,10,8,0,0,0,1,17,0,0,37,15,0,2,33,4,27,8,14,,231
Jessore,1997,7,32.6,26.2,2,12,50,38,0,4,3,11,11,24,36,2,3,0,10,56,0,6,0,32,2,41,9,6,0,0,4,0,18,5,21,406
Jessore,1997,8,32.8,26.2,3,2,7,0,3,4,0,0,0,1,17,21,18,21,2,8,2,1,0,2,26,13,5,4,0,4,0,10,19,33,1,227
Jessore,1997,9,32.5,25.3,16,36,26,0,2,8,3,10,14,2,0,0,0,0,3,0,1,5,0,0,120,1,0,5,0,29,52,0,0,28,,361
Jessore,1997,10,33,21.6,3,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
Jessore,1997,11,30.9,18.6,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,14
Jessore,1997,12,25,13.3,1,0,0,0,0,0,0,0,0,9,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
Khepupara,1997,1,25.4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Khepupara,1997,2,26.8,16.5,0,43,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,,,72
Khepupara,1997,3,31.2,22.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,1,0,0,0,0,5,15,72
Khepupara,1997,4,30.7,21.6,0,0,10,6,0,0,21,5,11,17,27,0,0,0,0,0,2,0,0,0,0,0,0,6,0,24,1,25,32,0,,187
Khepupara,1997,5,32.2,24.9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,51,0,0,63,29,4,11,39,37,40,11,2,304
Khepupara,1997,6,32,26.6,0,0,13,1,0,0,6,11,57,1,4,63,0,0,5,0,3,5,0,0,2,10,0,1,0,20,24,20,0,0,,246
Khepupara,1997,7,30.5,26.1,0,41,72,35,25,46,23,33,19,79,98,0,0,12,11,1,0,13,90,112,58,31,4,37,27,1,11,7,13,3,18,920
Khepupara,1997,8,31.4,26.3,55,2,31,2,7,9,0,3,2,1,3,0,4,28,4,2,2,0,4,52,16,7,13,26,17,11,11,17,7,15,3,354
Khepupara,1997,9,31.3,25.5,3,10,17,10,19,125,101,51,10,0,4,13,12,0,18,0,0,0,0,0,0,0,7,8,0,58,188,1,4,7,,666
Khepupara,1997,10,31.6,23.3,9,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
Khepupara,1997,11,30.7,20.9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,,13
Khepupara,1997,12,25.9,15.5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
Khulna,1997,1,25.4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,10
Khulna,1997,2,28,14.7,12,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,22
Khulna,1997,3,33.1,20.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,66,0,0,0,0,0,0,7,25,99
Khulna,1997,4,32.1,21.5,0,0,14,0,0,2,4,5,7,11,5,0,0,0,0,3,6,0,0,0,0,0,0,0,0,20,0,0,3,0,,80
Khulna,1997,5,34.4,24.3,0,0,0,0,0,1,0,2,5,0,4,0,0,0,0,0,0,0,0,4,0,0,21,10,2,8,66,29,11,18,0,181
Khulna,1997,6,33.7,25.5,0,0,39,7,0,0,3,1,22,0,0,10,9,2,0,0,0,0,9,0,0,7,34,17,1,8,8,5,26,10,,218
Khulna,1997,7,32.1,25.9,19,0,46,31,4,2,0,3,37,40,112,4,11,12,3,0,0,2,14,8,16,18,17,0,1,0,0,34,6,4,12,456
Khulna,1997,8,32.2,26,13,8,10,5,5,6,2,0,0,3,26,4,10,44,6,0,0,0,0,13,57,3,25,2,0,0,0,3,32,17,27,321
Khulna,1997,9,32,25.3,0,11,17,41,0,57,2,39,11,1,12,5,1,1,10,2,7,1,0,0,4,3,0,0,0,6,81,11,0,41,,364
Khulna,1997,10,32.3,22.7,35,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
Khulna,1997,11,31.3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2
Khulna,1997,12,25.4,13.8,0,0,0,0,0,0,0,0,0,4,7,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
Kutubdia,1997,1,25.7,14.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kutubdia,1997,2,27.2,15.7,0,0,0,3,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,14
